-6.9834456,   -0.12544659,   5.6388526   
-11.817819,   -1.3622338,   2.2288008   
-8.13204,   -1.207099,   4.9931364   
-9.261442,   -1.904779,   -0.6732495   
-7.8590918,   -0.427863,   -4.4208455   
-9.040572,   -0.9861621,   -3.721796   
-7.094681,   2.5847514,   -3.869231   
-13.218186,   0.01028549,   4.590891   
-9.404166,   -0.33382833,   -4.3225393   
-7.8048577,   3.4548523,   -5.4142385   
-7.7504907,   5.2402563,   -3.563836   
-8.92003,   2.7901547,   -4.389721   
-7.097343,   4.1530395,   -4.477176   
-7.8936925,   1.9577388,   -3.5560408   
-8.2988205,   2.5388882,   -8.324362   
-6.3046703,   6.23974,   -5.7213373   
-8.117991,   2.9120867,   -8.0527725   
-2.3606925,   5.4853554,   -6.764807   
-6.200073,   4.060365,   -7.4805107   
-5.648152,   4.060049,   -7.260369   
-6.8475986,   3.2856684,   -7.1454754   
-9.223701,   1.6897796,   -7.154842   
-5.250781,   0.35619974,   -8.501331   
-8.802828,   1.0729663,   -8.295794   
-6.2000055,   1.0305219,   -7.418214   
-6.0544,   3.6589243,   -8.951556   
-20.805458,   -1.160144,   -7.8710337   
-6.980477,   1.1965933,   -7.4061084   
-7.3936205,   3.8944662,   -7.4204164   
-6.4719677,   2.3559136,   -7.62513   
-6.0259185,   2.8036678,   -7.3201756   
-6.511003,   0.41698372,   -8.020125   
-6.9074826,   2.1728241,   -6.5996842   
-9.388105,   2.4273279,   -5.516662   
-7.3078027,   3.132133,   -5.877028   
-6.586353,   4.8270173,   -5.4962826   
-7.915844,   -1.3321242,   -5.9419966   
-7.3107905,   1.9159743,   -5.007607   
-8.39747,   1.6440696,   -4.7209253   
-8.955463,   3.007644,   -2.959578   
-10.328299,   2.0587933,   -0.37665582   
-9.770536,   2.4611244,   -1.7764115   
-9.548555,   1.8092695,   -2.3796928   
-8.803059,   1.7732894,   -1.580355   
-10.270397,   2.632511,   1.1132559   
-9.203618,   2.8572307,   -1.6316102   
-9.688644,   1.8591838,   -2.5851824   
-8.3361025,   2.4274235,   -3.1100488   
-9.067455,   3.0729866,   -0.15885049   
-8.845168,   2.6622565,   -3.1001751   
-8.982203,   2.445811,   -3.2547162   
-9.703958,   3.295676,   -0.58568877   
-9.256118,   2.9021938,   -1.9513606   
-9.887594,   2.9533722,   -0.26553613   
-10.117522,   2.447037,   -2.5144577   
-9.056968,   2.8793435,   -3.4696007   
-9.504693,   2.6756258,   -3.3924308   
-8.741555,   3.4119098,   -3.8543966   
-7.9384165,   3.0518122,   -4.309324   
-8.373452,   3.188703,   -4.396482   
-8.012943,   3.3240044,   -3.8557467   
-8.33728,   3.3888106,   -4.181741   
-8.253915,   3.3597257,   -4.2122626   
-8.293879,   3.3446805,   -4.125286   
-7.502758,   3.043308,   -5.377195   
-9.450852,   2.6164315,   -0.661968   
-9.622976,   3.5390515,   0.92196876   
-8.753105,   4.2131534,   1.0621063   
-8.003893,   5.282289,   1.2125003   
-7.0376124,   4.520511,   -1.3104233   
-7.4455647,   5.780599,   1.6592776   
-9.6173935,   3.5771768,   5.2125697   
-7.2182403,   6.062358,   0.97361654   
-9.742973,   1.6286126,   0.07783071   
-10.50366,   -0.65549415,   0.86144334   
-7.5036964,   -1.9985455,   -3.777763   
-8.289885,   -6.5967727,   -0.39622122   
-6.356261,   -7.292518,   0.57450306   
-2.100347,   -11.510958,   -0.8976916   
-5.871818,   -11.481452,   -1.0119716   
-3.9093962,   -11.103043,   2.157961   
-1.2459425,   -10.403889,   2.5058386   
-3.795595,   -9.374975,   -1.6233166   
-2.617581,   -10.337598,   0.26825592   
-3.1685917,   -10.961307,   -0.16749835   
-3.4828165,   -9.486766,   -2.715293   
-4.3566904,   -8.529363,   -0.64822537   
-3.3538265,   -9.188936,   -0.012200851   
-1.7787194,   -9.068518,   -0.68573767   
-3.5291874,   -9.654867,   -0.55366397   
-4.1061897,   -9.450307,   -0.3957807   
-3.813178,   -9.369584,   -1.4747612   
-5.015364,   -7.464987,   -2.6392148   
-4.9311457,   -8.175711,   -1.3300462   
-4.863802,   -8.581843,   1.4332362   
-5.739974,   -7.435864,   -1.7579569   
-3.4314656,   -9.378327,   -0.13487974   
-1.9017432,   -11.674013,   -0.46772167   
-2.2172225,   -11.463428,   -1.5660952   
-4.0164266,   -8.355112,   1.855468   
-10.733933,   -6.6444845,   2.7621713   
-6.6473575,   -3.9178047,   1.852528   
-2.6391766,   4.25623,   6.235143   
-0.8877987,   5.129318,   6.2743597   
-3.0813568,   6.989144,   5.8782153   
-1.6518172,   7.171362,   6.0372095   
-1.9320154,   7.45564,   5.7173824   
-1.6904885,   7.3884206,   6.023151   
-1.9470319,   7.2604074,   6.1560287   
-1.3969976,   6.688509,   8.288304   
